Index,Sample Index,Original Filename,Sample Name,Sample ID,Sample Comment,Sample Type,Acquisition Date & Time,Rack Number,Plate Number,Vial Number,Dilution Factor,Injection Volume,Operator Name,Acq. Method Name,IS,Component Name,Component Index,Component Comment,IS Comment,Mass Info,IS Mass Info,IS Name,Component Group Name,Conc. Units,Failed Query,IS Failed Query,Outlier Reasons,Peak Comment,IS Peak Comment,Actual Concentration,IS Actual Concentration,Concentration Ratio,Expected RT,IS Expected RT,Integration Type,IS Integration Type,Area,IS Area,Corrected Area,IS Corrected Area,Area Ratio,Height,IS Height,Corrected Height,IS Corrected Height,Height Ratio,Area / Height,IS Area / Height,Corrected Area/Height,IS Corrected Area/Height,Region Height,IS Region Height,Quality,IS Quality,Retention Time,IS Retention Time,Start Time,IS Start Time,End Time,IS End Time,Total Width,IS Total Width,Width at 50%,IS Width at 50%,Signal / Noise,IS Signal / Noise,Baseline Delta / Height,IS Baseline Delta / Height,Modified,Relative RT,Used,Calculated Concentration,Accuracy,Start Time at 5%,End Time at 5%,Width at 5%,Start Time at 10%,End Time at 10%,Width at 10%,Slope of Baseline,Tailing Factor,Asymmetry Factor,Ion Ratio,Expected Ion Ratio,Points Across Baseline,Points Across Half Height
323,6,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_1.wiff (sample 1),NM-08_NR_Aex_1,,,Unknown,11/26/2020 01:35:12,1,1,21,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NaR_0_0,3,,N/A,256.0 / 124.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,7.26,N/A,Manual,N/A,23280.36698,N/A,23280.36698,N/A,N/A,1009.411765,N/A,1009.411765,N/A,N/A,23.06330062,N/A,23.06330062,N/A,1000,N/A,0.81933397,N/A,7.507796579,N/A,7.125815522,N/A,7.890962161,N/A,0.765146639,N/A,0.400159883,N/A,27.42041688,N/A,0,N/A,TRUE,N/A,TRUE,<1 points,N/A,7.129568543,7.893,0.763431457,7.147930224,7.893,0.745069776,0,1.501449637,2.158818348,N/A,N/A,17,10
358,6,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_1.wiff (sample 1),NM-08_NR_Aex_1,,,Unknown,11/26/2020 01:35:12,1,1,21,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NR1,38,,N/A,255.0 / 122.9,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,12.02,N/A,Manual,N/A,121193.1858,N/A,121193.1858,N/A,N/A,5301.587514,N/A,5301.587514,N/A,N/A,22.8597916,N/A,22.8597916,N/A,5341,N/A,0.969805972,N/A,12.06987982,N/A,11.65475828,N/A,12.86547507,N/A,1.210716796,N/A,0.355217912,N/A,88.40866564,N/A,0.015092594,N/A,TRUE,N/A,TRUE,<1 points,N/A,11.70080525,12.86429865,1.163493401,11.81440124,12.76043332,0.946032079,-66.08870561,2.187746246,5.211006188,N/A,N/A,26,9
387,7,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_2.wiff (sample 1),NM-08_NR_Aex_2,,,Unknown,11/26/2020 02:00:51,1,1,22,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NaR_0_0,3,,N/A,256.0 / 124.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,7.84,N/A,Manual,N/A,28154.31508,N/A,28154.31508,N/A,N/A,1384.852775,N/A,1384.852775,N/A,N/A,20.33018642,N/A,20.33018642,N/A,1400,N/A,0.793710018,N/A,7.580735872,N/A,7.112862901,N/A,7.988460071,N/A,0.875597169,N/A,0.376485874,N/A,49.73667433,N/A,0.015304175,N/A,TRUE,N/A,TRUE,<1 points,N/A,7.144706465,7.994833333,0.850126868,7.259574249,7.936132781,0.676558532,24.20522884,0.780491135,0.574335006,N/A,N/A,19,9
422,7,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_2.wiff (sample 1),NM-08_NR_Aex_2,,,Unknown,11/26/2020 02:00:51,1,1,22,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NR1,38,,N/A,255.0 / 122.9,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,12.02,N/A,Valley,N/A,304656.64,N/A,304656.64,N/A,N/A,18845.51288,N/A,18845.51288,N/A,N/A,16.16600418,N/A,16.16600418,N/A,19006,N/A,0.923387861,N/A,12.02331945,N/A,11.6612,N/A,12.57778333,N/A,0.916583333,N/A,0.35018563,N/A,227.9907155,N/A,0.003261445,N/A,FALSE,N/A,TRUE,<1 points,N/A,11.8056453,12.55651817,0.750872869,11.83010441,12.47059214,0.64048773,67.05730206,2.330870081,3.688362181,N/A,N/A,19,9
451,8,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_3.wiff (sample 1),NM-08_NR_Aex_3,,,Unknown,11/26/2020 02:26:31,1,1,23,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NaR_0_0,3,,N/A,256.0 / 124.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,7.84,N/A,Manual,N/A,27176.72004,N/A,27176.72004,N/A,N/A,1074.631938,N/A,1074.631938,N/A,N/A,25.28932845,N/A,25.28932845,N/A,1080,N/A,0.74435232,N/A,7.648071429,N/A,7.099851405,N/A,7.99428875,N/A,0.894437345,N/A,0.374136669,N/A,34.86140939,N/A,0.015277706,N/A,TRUE,N/A,TRUE,<1 points,N/A,7.128020233,7.994816667,0.866796434,7.148380891,7.994816667,0.846435775,18.35557353,0.943339435,0.927796237,N/A,N/A,19,9
486,8,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_3.wiff (sample 1),NM-08_NR_Aex_3,,,Unknown,11/26/2020 02:26:31,1,1,23,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NR1,38,,N/A,255.0 / 122.9,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,12.02,N/A,Manual,N/A,167362.2282,N/A,167362.2282,N/A,N/A,9819.850746,N/A,9819.850746,N/A,N/A,17.0432558,N/A,17.0432558,N/A,10022,N/A,0.879361184,N/A,12.07682201,N/A,11.76579756,N/A,12.57421773,N/A,0.808420167,N/A,0.339820532,N/A,146.620801,N/A,0,N/A,TRUE,N/A,TRUE,<1 points,N/A,11.82419153,12.52969902,0.705507492,11.84778388,12.48464969,0.636865815,0,2.475028296,4.354837899,N/A,N/A,17,8
515,9,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_4.wiff (sample 1),NM-08_NR_Aex_4,,,Unknown,11/26/2020 02:52:12,1,1,24,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NaR_0_0,3,,N/A,256.0 / 124.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,7.84,N/A,Manual,N/A,32816.3792,N/A,32816.3792,N/A,N/A,1591.460351,N/A,1591.460351,N/A,N/A,20.62029329,N/A,20.62029329,N/A,1560,N/A,0.896556488,N/A,7.563870973,N/A,7.031864236,N/A,7.983942652,N/A,0.952078415,N/A,0.289722144,N/A,38.15181742,N/A,0.014784793,N/A,TRUE,N/A,TRUE,<1 points,N/A,7.056243376,7.99485,0.938606624,7.145309792,7.954370153,0.80906036,-24.71373301,0.806146134,0.640795838,N/A,N/A,20,7
550,9,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_4.wiff (sample 1),NM-08_NR_Aex_4,,,Unknown,11/26/2020 02:52:12,1,1,24,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NR1,38,,N/A,255.0 / 122.9,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,12.02,N/A,Manual,N/A,244924.8883,N/A,244924.8883,N/A,N/A,10378.61304,N/A,10378.61304,N/A,N/A,23.59899993,N/A,23.59899993,N/A,10522,N/A,0.92091176,N/A,12.10982252,N/A,11.74138774,N/A,12.60132573,N/A,0.859937996,N/A,0.343202542,N/A,154.1491067,N/A,0.015050747,N/A,TRUE,N/A,TRUE,<1 points,N/A,11.7827468,12.57504798,0.792301184,11.80815278,12.55227021,0.744117429,181.6478433,0.903243857,0.800949785,N/A,N/A,19,8
579,10,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_5.wiff (sample 1),NM-08_NR_Aex_5,,,Unknown,11/26/2020 03:17:52,1,1,25,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NaR_0_0,3,,N/A,256.0 / 124.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,7.84,N/A,Manual,N/A,15575.30556,N/A,15575.30556,N/A,N/A,1140,N/A,1140,N/A,N/A,13.66254874,N/A,13.66254874,N/A,1120,N/A,0.637227494,N/A,7.58388169,N/A,7.273298773,N/A,7.891021036,N/A,0.617722263,N/A,0.180155812,N/A,46.31007308,N/A,0,N/A,TRUE,N/A,TRUE,<1 points,N/A,7.231016667,7.861591111,0.630574444,7.284675897,7.827640278,0.54296438,0,0.884520191,0.793199911,N/A,N/A,14,6
614,10,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_5.wiff (sample 1),NM-08_NR_Aex_5,,,Unknown,11/26/2020 03:17:52,1,1,25,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NR1,38,,N/A,255.0 / 122.9,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,12.02,N/A,Manual,N/A,173641.6115,N/A,173641.6115,N/A,N/A,10152.19081,N/A,10152.19081,N/A,N/A,17.10385619,N/A,17.10385619,N/A,10142,N/A,0.973603532,N/A,12.00247022,N/A,11.71298619,N/A,12.78316705,N/A,1.07018086,N/A,0.305977152,N/A,142.2984807,N/A,0.00501805,N/A,TRUE,N/A,TRUE,<1 points,N/A,11.77034982,12.74399401,0.973644183,11.81676263,12.4530156,0.63625297,-47.60335947,2.478935671,3.242515065,N/A,N/A,23,8
643,11,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_6.wiff (sample 1),NM-08_NR_Aex_6,,,Unknown,11/26/2020 03:43:32,1,1,26,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NaR_0_0,3,,N/A,256.0 / 124.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,7.84,N/A,Manual,N/A,20721.11196,N/A,20721.11196,N/A,N/A,837.1164103,N/A,837.1164103,N/A,N/A,24.75296351,N/A,24.75296351,N/A,840,N/A,0.739581172,N/A,7.454419523,N/A,7.07565828,N/A,7.890673054,N/A,0.815014773,N/A,0.511901858,N/A,30.31251649,N/A,0.015107885,N/A,TRUE,N/A,TRUE,<1 points,N/A,7.09723318,7.892983333,0.795750153,7.114992837,7.892983333,0.777990496,-15.5175823,2.974392883,5.706400528,N/A,N/A,18,12
678,11,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_6.wiff (sample 1),NM-08_NR_Aex_6,,,Unknown,11/26/2020 03:43:32,1,1,26,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NR1,38,,N/A,255.0 / 122.9,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,12.02,N/A,Manual,N/A,103217.1989,N/A,103217.1989,N/A,N/A,7113.247189,N/A,7113.247189,N/A,N/A,14.51055983,N/A,14.51055983,N/A,7121,N/A,0.916996125,N/A,11.96348527,N/A,11.69727424,N/A,12.53978391,N/A,0.842509673,N/A,0.122253508,N/A,104.4908172,N/A,0,N/A,TRUE,N/A,TRUE,<1 points,N/A,11.74644005,12.51489949,0.768459448,11.81892912,12.47190265,0.652973534,0,1.744173551,3.417827463,N/A,N/A,19,5
707,12,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_7.wiff (sample 1),NM-08_NR_Aex_7,,,Unknown,11/26/2020 04:09:16,1,1,27,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NaR_0_0,3,,N/A,256.0 / 124.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,7.84,N/A,Manual,N/A,17120.25951,N/A,17120.25951,N/A,N/A,901.6984814,N/A,901.6984814,N/A,N/A,18.98667888,N/A,18.98667888,N/A,900,N/A,0.616434703,N/A,7.538261722,N/A,7.181987593,N/A,7.808423856,N/A,0.626436263,N/A,0.348794988,N/A,35.51404883,N/A,0.015004363,N/A,TRUE,N/A,TRUE,<1 points,N/A,7.1801,7.842083333,0.661983333,7.1801,7.766988882,0.586888882,-21.59742749,0.812515342,0.440689506,N/A,N/A,14,9
742,12,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_7.wiff (sample 1),NM-08_NR_Aex_7,,,Unknown,11/26/2020 04:09:16,1,1,27,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NR1,38,,N/A,255.0 / 122.9,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,12.02,N/A,Manual,N/A,256401.7049,N/A,256401.7049,N/A,N/A,11081.53893,N/A,11081.53893,N/A,N/A,23.13773444,N/A,23.13773444,N/A,11122,N/A,0.918587526,N/A,12.08852691,N/A,11.65929948,N/A,12.58411723,N/A,0.924817746,N/A,0.379605981,N/A,159.149769,N/A,0,N/A,TRUE,N/A,TRUE,<1 points,N/A,11.77210159,12.6287,0.856598407,11.80088909,12.55247624,0.751587147,0,2.200750409,3.532341243,N/A,N/A,21,10
771,13,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_8.wiff (sample 1),NM-08_NR_Aex_8,,,Unknown,11/26/2020 04:34:56,1,1,28,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NaR_0_0,3,,N/A,256.0 / 124.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,7.84,N/A,Manual,N/A,32668.00999,N/A,32668.00999,N/A,N/A,1878.186657,N/A,1878.186657,N/A,N/A,17.39337774,N/A,17.39337774,N/A,1900,N/A,0.774796174,N/A,7.62651229,N/A,7.223490059,N/A,7.99057959,N/A,0.767089532,N/A,0.30836022,N/A,68.16736226,N/A,0.015257651,N/A,TRUE,N/A,TRUE,<1 points,N/A,7.243065249,7.99485,0.751784751,7.258007593,7.99485,0.736842407,-37.35772062,0.950820474,0.937058662,N/A,N/A,17,8
806,13,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_8.wiff (sample 1),NM-08_NR_Aex_8,,,Unknown,11/26/2020 04:34:56,1,1,28,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NR1,38,,N/A,255.0 / 122.9,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,12.02,N/A,Manual,N/A,225068.3894,N/A,225068.3894,N/A,N/A,10943.43462,N/A,10943.43462,N/A,N/A,20.56652205,N/A,20.56652205,N/A,11042,N/A,0.906092472,N/A,12.03537353,N/A,11.69832618,N/A,12.52175962,N/A,0.823433432,N/A,0.406327969,N/A,156.4361658,N/A,0,N/A,TRUE,N/A,TRUE,<1 points,N/A,11.79237297,12.52685,0.734477031,11.82054909,12.49099675,0.67044766,0,2.975751001,6.039985117,N/A,N/A,18,10
835,14,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_9.wiff (sample 1),NM-08_NR_Aex_9,,,Unknown,11/26/2020 05:00:36,1,1,29,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NaR_0_0,3,,N/A,256.0 / 124.0,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,7.84,N/A,Valley,N/A,24992.49,N/A,24992.49,N/A,N/A,1100,N/A,1100,N/A,N/A,22.72044545,N/A,22.72044545,N/A,1080,N/A,0.788813722,N/A,7.625078972,N/A,7.1801,N/A,7.943933333,N/A,0.763833333,N/A,0.363330631,N/A,38.33709968,N/A,0,N/A,FALSE,N/A,TRUE,<1 points,N/A,7.183572727,7.935182031,0.751609304,7.196306061,7.926430729,0.730124669,0,1.064620692,1.14578078,N/A,N/A,16,9
870,14,D:\User Data\Linda\LINDA_BenNRAex_011120\NR_NAR\NM-08_NR_Aex_9.wiff (sample 1),NM-08_NR_Aex_9,,,Unknown,11/26/2020 05:00:36,1,1,29,1,5,6500PLUS\User,NADmetabolites_6500_NORT.dam,FALSE,NR1,38,,N/A,255.0 / 122.9,N/A,(No IS),,,FALSE,FALSE,,,N/A,N/A,N/A,N/A,12.02,N/A,Manual,N/A,185295.4079,N/A,185295.4079,N/A,N/A,9348.177768,N/A,9348.177768,N/A,N/A,19.82155373,N/A,19.82155373,N/A,9342,N/A,0.927107581,N/A,12.04284744,N/A,11.69074685,N/A,12.57906233,N/A,0.888315474,N/A,0.387046124,N/A,125.7012866,N/A,0,N/A,TRUE,N/A,TRUE,<1 points,N/A,11.74277114,12.55932796,0.816556823,11.82422019,12.51958712,0.695366926,0,1.823114841,3.879888605,N/A,N/A,20,10
